mal_id,url,images,trailer,approved,titles,title,title_english,title_japanese,title_synonyms,type,source,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,season,year,broadcast,producers,licensors,studios,genres,explicit_genres,themes,demographics,relations,theme,external,streaming
52991,https://myanimelist.net/anime/52991/Sousou_no_Frieren,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1015/138006.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1015/138006t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1015/138006l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1015/138006.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1015/138006t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1015/138006l.webp'}}","{'youtube_id': 'ZEkwCGJ3o7M', 'url': 'https://www.youtube.com/watch?v=ZEkwCGJ3o7M', 'embed_url': 'https://www.youtube.com/embed/ZEkwCGJ3o7M?enablejsapi=1&wmode=opaque&autoplay=1', 'images': {'image_url': 'https://img.youtube.com/vi/ZEkwCGJ3o7M/default.jpg', 'small_image_url': 'https://img.youtube.com/vi/ZEkwCGJ3o7M/sddefault.jpg', 'medium_image_url': 'https://img.youtube.com/vi/ZEkwCGJ3o7M/mqdefault.jpg', 'large_image_url': 'https://img.youtube.com/vi/ZEkwCGJ3o7M/hqdefault.jpg', 'maximum_image_url': 'https://img.youtube.com/vi/ZEkwCGJ3o7M/maxresdefault.jpg'}}",True,"[{'type': 'Default', 'title': 'Sousou no Frieren'}, {'type': 'Synonym', 'title': 'Frieren at the Funeral'}, {'type': 'Synonym', 'title': 'Frieren The Slayer'}, {'type': 'Japanese', 'title': '葬送のフリーレン'}, {'type': 'English', 'title': ""Frieren: Beyond Journey's End""}]",Sousou no Frieren,Frieren: Beyond Journey's End,葬送のフリーレン,"['Frieren at the Funeral', 'Frieren The Slayer']",TV,Manga,28,Finished Airing,False,"{'from': '2023-09-29T00:00:00+00:00', 'to': '2024-03-22T00:00:00+00:00', 'prop': {'from': {'day': 29, 'month': 9, 'year': 2023}, 'to': {'day': 22, 'month': 3, 'year': 2024}}, 'string': 'Sep 29, 2023 to Mar 22, 2024'}",24 min per ep,PG-13 - Teens 13 or older,9.3,670637,1,140,1134823,70198,"During their decade-long quest to defeat the Demon King, the members of the hero's party—Himmel himself, the priest Heiter, the dwarf warrior Eisen, and the elven mage Frieren—forge bonds through adventures and battles, creating unforgettable precious memories for most of them.

However, the time that Frieren spends with her comrades is equivalent to merely a fraction of her life, which has lasted over a thousand years. When the party disbands after their victory, Frieren casually returns to her ""usual"" routine of collecting spells across the continent. Due to her different sense of time, she seemingly holds no strong feelings toward the experiences she went through.

As the years pass, Frieren gradually realizes how her days in the hero's party truly impacted her. Witnessing the deaths of two of her former companions, Frieren begins to regret having taken their presence for granted; she vows to better understand humans and create real personal connections. Although the story of that once memorable journey has long ended, a new tale is about to begin.

[Written by MAL Rewrite]","Sousou no Frieren was released on Blu-ray and DVD in seven volumes from January 24, 2024, to July 17, 2024.",fall,2023.0,"{'day': 'Fridays', 'time': '23:00', 'timezone': 'Asia/Tokyo', 'string': 'Fridays at 23:00 (JST)'}","[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 62, 'type': 'anime', 'name': 'Shogakukan-Shueisha Productions', 'url': 'https://myanimelist.net/anime/producer/62/Shogakukan-Shueisha_Productions'}, {'mal_id': 1003, 'type': 'anime', 'name': 'Nippon Television Network', 'url': 'https://myanimelist.net/anime/producer/1003/Nippon_Television_Network'}, {'mal_id': 1143, 'type': 'anime', 'name': 'TOHO animation', 'url': 'https://myanimelist.net/anime/producer/1143/TOHO_animation'}, {'mal_id': 1430, 'type': 'anime', 'name': 'Shogakukan', 'url': 'https://myanimelist.net/anime/producer/1430/Shogakukan'}]","[{'mal_id': 1468, 'type': 'anime', 'name': 'Crunchyroll', 'url': 'https://myanimelist.net/anime/producer/1468/Crunchyroll'}]","[{'mal_id': 11, 'type': 'anime', 'name': 'Madhouse', 'url': 'https://myanimelist.net/anime/producer/11/Madhouse'}]","[{'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]",[],[],"[{'mal_id': 27, 'type': 'anime', 'name': 'Shounen', 'url': 'https://myanimelist.net/anime/genre/27/Shounen'}]","[{'relation': 'Sequel', 'entry': [{'mal_id': 59978, 'type': 'anime', 'name': 'Sousou no Frieren 2nd Season', 'url': 'https://myanimelist.net/anime/59978/Sousou_no_Frieren_2nd_Season'}]}, {'relation': 'Adaptation', 'entry': [{'mal_id': 126287, 'type': 'manga', 'name': 'Sousou no Frieren', 'url': 'https://myanimelist.net/manga/126287/Sousou_no_Frieren'}]}, {'relation': 'Side Story', 'entry': [{'mal_id': 56885, 'type': 'anime', 'name': 'Sousou no Frieren: ●● no Mahou', 'url': 'https://myanimelist.net/anime/56885/Sousou_no_Frieren__●●_no_Mahou'}]}, {'relation': 'Other', 'entry': [{'mal_id': 56805, 'type': 'anime', 'name': 'Yuusha', 'url': 'https://myanimelist.net/anime/56805/Yuusha'}, {'mal_id': 58313, 'type': 'anime', 'name': 'Haru (2024)', 'url': 'https://myanimelist.net/anime/58313/Haru_2024'}]}]","{'openings': ['1: ""Yuusha (勇者)"" by YOASOBI (eps 1-16)', '2: ""Haru (晴る)"" by Yorushika (ヨルシカ) (eps 17-28)'], 'endings': ['1: ""Anytime Anywhere"" by milet (eps 1-14,16-28)', 'S1: ""bliss"" by milet (eps Special Broadcast: 1-4)']}","[{'name': 'Official Site', 'url': 'https://frieren-anime.jp/'}, {'name': '@Anime_Frieren', 'url': 'https://twitter.com/Anime_Frieren'}, {'name': 'AniDB', 'url': 'https://anidb.net/perl-bin/animedb.pl?show=anime&aid=17617'}, {'name': 'ANN', 'url': 'https://www.animenewsnetwork.com/encyclopedia/anime.php?id=26334'}, {'name': 'Wikipedia', 'url': 'https://en.wikipedia.org/wiki/Frieren#Anime'}, {'name': 'Wikipedia', 'url': 'https://ja.wikipedia.org/wiki/%E8%91%AC%E9%80%81%E3%81%AE%E3%83%95%E3%83%AA%E3%83%BC%E3%83%AC%E3%83%B3'}, {'name': 'Syoboi', 'url': 'https://cal.syoboi.jp/tid/6776'}]","[{'name': 'Crunchyroll', 'url': 'http://www.crunchyroll.com/series-283731'}, {'name': 'Netflix', 'url': 'https://www.netflix.com/'}, {'name': 'Aniplus TV', 'url': 'http://www.aniplustv.com/'}, {'name': 'Bahamut Anime Crazy', 'url': 'https://ani.gamer.com.tw/'}, {'name': 'Bilibili Global', 'url': 'https://www.bilibili.tv/en/index'}, {'name': 'CatchPlay', 'url': 'https://www.catchplay.com/'}, {'name': 'MeWatch', 'url': 'https://www.mewatch.sg/'}, {'name': 'Muse Asia', 'url': 'https://www.youtube.com/channel/UCGbshtvS9t-8CW11W7TooQg'}, {'name': 'iQIYI', 'url': 'https://www.iq.com/'}]"
5114,https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1208/94745l.webp'}}","{'youtube_id': '1ac3_YdSSy0', 'url': 'https://www.youtube.com/watch?v=1ac3_YdSSy0', 'embed_url': 'https://www.youtube.com/embed/1ac3_YdSSy0?enablejsapi=1&wmode=opaque&autoplay=1', 'images': {'image_url': 'https://img.youtube.com/vi/1ac3_YdSSy0/default.jpg', 'small_image_url': 'https://img.youtube.com/vi/1ac3_YdSSy0/sddefault.jpg', 'medium_image_url': 'https://img.youtube.com/vi/1ac3_YdSSy0/mqdefault.jpg', 'large_image_url': 'https://img.youtube.com/vi/1ac3_YdSSy0/hqdefault.jpg', 'maximum_image_url': 'https://img.youtube.com/vi/1ac3_YdSSy0/maxresdefault.jpg'}}",True,"[{'type': 'Default', 'title': 'Fullmetal Alchemist: Brotherhood'}, {'type': 'Synonym', 'title': 'Hagane no Renkinjutsushi: Fullmetal Alchemist'}, {'type': 'Synonym', 'title': 'Fullmetal Alchemist (2009)'}, {'type': 'Synonym', 'title': 'FMA'}, {'type': 'Synonym', 'title': 'FMAB'}, {'type': 'Japanese', 'title': '鋼の錬金術師 FULLMETAL ALCHEMIST'}, {'type': 'English', 'title': 'Fullmetal Alchemist: Brotherhood'}, {'type': 'French', 'title': 'Fullmetal Alchemist Brotherhood'}]",Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,"['Hagane no Renkinjutsushi: Fullmetal Alchemist', 'Fullmetal Alchemist (2009)', 'FMA', 'FMAB']",TV,Manga,64,Finished Airing,False,"{'from': '2009-04-05T00:00:00+00:00', 'to': '2010-07-04T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 4, 'year': 2009}, 'to': {'day': 4, 'month': 7, 'year': 2010}}, 'string': 'Apr 5, 2009 to Jul 4, 2010'}",24 min per ep,R - 17+ (violence & profanity),9.1,2221446,2,3,3529157,234146,"After a horrific alchemy experiment goes wrong in the Elric household, brothers Edward and Alphonse are left in a catastrophic new reality. Ignoring the alchemical principle banning human transmutation, the boys attempted to bring their recently deceased mother back to life. Instead, they suffered brutal personal loss: Alphonse's body disintegrated while Edward lost a leg and then sacrificed an arm to keep Alphonse's soul in the physical realm by binding it to a hulking suit of armor.

The brothers are rescued by their neighbor Pinako Rockbell and her granddaughter Winry. Known as a bio-mechanical engineering prodigy, Winry creates prosthetic limbs for Edward by utilizing ""automail,"" a tough, versatile metal used in robots and combat armor. After years of training, the Elric brothers set off on a quest to restore their bodies by locating the Philosopher's Stone—a powerful gem that allows an alchemist to defy the traditional laws of Equivalent Exchange.

As Edward becomes an infamous alchemist and gains the nickname ""Fullmetal,"" the boys' journey embroils them in a growing conspiracy that threatens the fate of the world.

[Written by MAL Rewrite]",,spring,2009.0,"{'day': 'Sundays', 'time': '17:00', 'timezone': 'Asia/Tokyo', 'string': 'Sundays at 17:00 (JST)'}","[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 58, 'type': 'anime', 'name': 'Square Enix', 'url': 'https://myanimelist.net/anime/producer/58/Square_Enix'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 1499, 'type': 'anime', 'name': 'Techno Sound', 'url': 'https://myanimelist.net/anime/producer/1499/Techno_Sound'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}, {'mal_id': 493, 'type': 'anime', 'name': 'Aniplex of America', 'url': 'https://myanimelist.net/anime/producer/493/Aniplex_of_America'}]","[{'mal_id': 4, 'type': 'anime', 'name': 'Bones', 'url': 'https://myanimelist.net/anime/producer/4/Bones'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]",[],"[{'mal_id': 38, 'type': 'anime', 'name': 'Military', 'url': 'https://myanimelist.net/anime/genre/38/Military'}]","[{'mal_id': 27, 'type': 'anime', 'name': 'Shounen', 'url': 'https://myanimelist.net/anime/genre/27/Shounen'}]","[{'relation': 'Adaptation', 'entry': [{'mal_id': 25, 'type': 'manga', 'name': 'Fullmetal Alchemist', 'url': 'https://myanimelist.net/manga/25/Fullmetal_Alchemist'}]}, {'relation': 'Side Story', 'entry': [{'mal_id': 6421, 'type': 'anime', 'name': 'Fullmetal Alchemist: Brotherhood Specials', 'url': 'https://myanimelist.net/anime/6421/Fullmetal_Alchemist__Brotherhood_Specials'}, {'mal_id': 9135, 'type': 'anime', 'name': 'Fullmetal Alchemist: The Sacred Star of Milos', 'url': 'https://myanimelist.net/anime/9135/Fullmetal_Alchemist__The_Sacred_Star_of_Milos'}]}, {'relation': 'Spin-Off', 'entry': [{'mal_id': 7902, 'type': 'anime', 'name': 'Fullmetal Alchemist: Brotherhood - 4-koma Gekijou', 'url': 'https://myanimelist.net/anime/7902/Fullmetal_Alchemist__Brotherhood_-_4-koma_Gekijou'}]}, {'relation': 'Alternative Version', 'entry': [{'mal_id': 121, 'type': 'anime', 'name': 'Fullmetal Alchemist', 'url': 'https://myanimelist.net/anime/121/Fullmetal_Alchemist'}]}]","{'openings': ['1: ""again"" by YUI (eps 1-14)', '2: ""Hologram (ホログラム)"" by NICO Touches the Walls (eps 15-26)', '3: ""Golden Time Lover (ゴールデンタイムラバー)"" by Sukima Switch (eps 27-38)', '4: ""Period"" by Chemistry (eps 39-50)', '5: ""Rain (レイン)"" by SID (eps 51-62)'], 'endings': ['1: ""Uso (嘘)"" by SID (eps 1-14)', '2: ""LET IT OUT"" by Miho Fukuhara (eps 15-26)', '3: ""Tsunaida Te (つないだ手)"" by Lil\'B (eps 27-38)', '4: ""Shunkan Sentimental (瞬間センチメンタル)"" by SCANDAL (eps 39-50)', '5: ""RAY OF LIGHT"" by Nakagawa Shouko (eps 51-62)', '6: ""Rain (レイン)"" by SID (eps 63)', '7: ""Hologram (ホログラム)"" by NICO Touches the Walls (eps 64)']}","[{'name': 'Official Site', 'url': 'http://www.hagaren.jp/fa/'}, {'name': '@hagaren_anime', 'url': 'https://twitter.com/hagaren_anime'}, {'name': 'AniDB', 'url': 'https://anidb.net/perl-bin/animedb.pl?show=anime&aid=6107'}, {'name': 'ANN', 'url': 'https://www.animenewsnetwork.com/encyclopedia/anime.php?id=10216'}, {'name': 'Wikipedia', 'url': 'https://en.wikipedia.org/wiki/Fullmetal_Alchemist:_Brotherhood'}, {'name': 'Wikipedia', 'url': 'https://ja.wikipedia.org/wiki/%E9%8B%BC%E3%81%AE%E9%8C%AC%E9%87%91%E8%A1%93%E5%B8%AB_FULLMETAL_ALCHEMIST'}, {'name': 'Syoboi', 'url': 'https://cal.syoboi.jp/tid/1575'}]","[{'name': 'Crunchyroll', 'url': 'http://www.crunchyroll.com/series-271031'}]"
9253,https://myanimelist.net/anime/9253/Steins_Gate,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1935/127974l.webp'}}","{'youtube_id': '27OZc-ku6is', 'url': 'https://www.youtube.com/watch?v=27OZc-ku6is', 'embed_url': 'https://www.youtube.com/embed/27OZc-ku6is?enablejsapi=1&wmode=opaque&autoplay=1', 'images': {'image_url': 'https://img.youtube.com/vi/27OZc-ku6is/default.jpg', 'small_image_url': 'https://img.youtube.com/vi/27OZc-ku6is/sddefault.jpg', 'medium_image_url': 'https://img.youtube.com/vi/27OZc-ku6is/mqdefault.jpg', 'large_image_url': 'https://img.youtube.com/vi/27OZc-ku6is/hqdefault.jpg', 'maximum_image_url': 'https://img.youtube.com/vi/27OZc-ku6is/maxresdefault.jpg'}}",True,"[{'type': 'Default', 'title': 'Steins;Gate'}, {'type': 'Japanese', 'title': 'STEINS;GATE'}, {'type': 'English', 'title': 'Steins;Gate'}]",Steins;Gate,Steins;Gate,STEINS;GATE,[],TV,Visual novel,24,Finished Airing,False,"{'from': '2011-04-06T00:00:00+00:00', 'to': '2011-09-14T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 4, 'year': 2011}, 'to': {'day': 14, 'month': 9, 'year': 2011}}, 'string': 'Apr 6, 2011 to Sep 14, 2011'}",24 min per ep,PG-13 - Teens 13 or older,9.07,1466245,3,14,2703155,196395,"Eccentric scientist Rintarou Okabe has a never-ending thirst for scientific exploration. Together with his ditzy but well-meaning friend Mayuri Shiina and his roommate Itaru Hashida, Okabe founds the Future Gadget Laboratory in the hopes of creating technological innovations that baffle the human psyche. Despite claims of grandeur, the only notable ""gadget"" the trio have created is a microwave that has the mystifying power to turn bananas into green goo.

However, when Okabe attends a conference on time travel, he experiences a series of strange events that lead him to believe that there is more to the ""Phone Microwave"" gadget than meets the eye. Apparently able to send text messages into the past using the microwave, Okabe dabbles further with the ""time machine,"" attracting the ire and attention of the mysterious organization SERN.

Due to the novel discovery, Okabe and his friends find themselves in an ever-present danger. As he works to mitigate the damage his invention has caused to the timeline, Okabe fights a battle to not only save his loved ones but also to preserve his degrading sanity.

[Written by MAL Rewrite]",Steins;Gate is based on 5pb. and Nitroplus' visual novel of the same title released in 2009. It serves as the second entry in the Science Adventure series.,spring,2011.0,"{'day': 'Wednesdays', 'time': '02:05', 'timezone': 'Asia/Tokyo', 'string': 'Wednesdays at 02:05 (JST)'}","[{'mal_id': 61, 'type': 'anime', 'name': 'Frontier Works', 'url': 'https://myanimelist.net/anime/producer/61/Frontier_Works'}, {'mal_id': 108, 'type': 'anime', 'name': 'Media Factory', 'url': 'https://myanimelist.net/anime/producer/108/Media_Factory'}, {'mal_id': 113, 'type': 'anime', 'name': 'Kadokawa Shoten', 'url': 'https://myanimelist.net/anime/producer/113/Kadokawa_Shoten'}, {'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 238, 'type': 'anime', 'name': 'AT-X', 'url': 'https://myanimelist.net/anime/producer/238/AT-X'}, {'mal_id': 352, 'type': 'anime', 'name': 'Kadokawa Pictures Japan', 'url': 'https://myanimelist.net/anime/producer/352/Kadokawa_Pictures_Japan'}, {'mal_id': 459, 'type': 'anime', 'name': 'Nitroplus', 'url': 'https://myanimelist.net/anime/producer/459/Nitroplus'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]","[{'mal_id': 314, 'type': 'anime', 'name': 'White Fox', 'url': 'https://myanimelist.net/anime/producer/314/White_Fox'}]","[{'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}, {'mal_id': 41, 'type': 'anime', 'name': 'Suspense', 'url': 'https://myanimelist.net/anime/genre/41/Suspense'}]",[],"[{'mal_id': 40, 'type': 'anime', 'name': 'Psychological', 'url': 'https://myanimelist.net/anime/genre/40/Psychological'}, {'mal_id': 78, 'type': 'anime', 'name': 'Time Travel', 'url': 'https://myanimelist.net/anime/genre/78/Time_Travel'}]",[],"[{'relation': 'Sequel', 'entry': [{'mal_id': 10863, 'type': 'anime', 'name': 'Steins;Gate: Oukoubakko no Poriomania', 'url': 'https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania'}]}, {'relation': 'Adaptation', 'entry': [{'mal_id': 17517, 'type': 'manga', 'name': 'Steins;Gate', 'url': 'https://myanimelist.net/manga/17517/Steins_Gate'}]}, {'relation': 'Alternative Version', 'entry': [{'mal_id': 32188, 'type': 'anime', 'name': 'Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero', 'url': 'https://myanimelist.net/anime/32188/Steins_Gate__Kyoukaimenjou_no_Missing_Link_-_Divide_By_Zero'}]}, {'relation': 'Alternative Setting', 'entry': [{'mal_id': 4975, 'type': 'anime', 'name': 'ChäoS;HEAd', 'url': 'https://myanimelist.net/anime/4975/ChäoS_HEAd'}, {'mal_id': 13599, 'type': 'anime', 'name': 'Robotics;Notes', 'url': 'https://myanimelist.net/anime/13599/Robotics_Notes'}, {'mal_id': 32962, 'type': 'anime', 'name': 'Occultic;Nine', 'url': 'https://myanimelist.net/anime/32962/Occultic_Nine'}, {'mal_id': 30485, 'type': 'anime', 'name': 'ChäoS;Child', 'url': 'https://myanimelist.net/anime/30485/ChäoS_Child'}]}, {'relation': 'Other', 'entry': [{'mal_id': 27957, 'type': 'anime', 'name': 'Steins;Gate: Soumei Eichi no Cognitive Computing', 'url': 'https://myanimelist.net/anime/27957/Steins_Gate__Soumei_Eichi_no_Cognitive_Computing'}]}]","{'openings': ['""Hacking to the Gate"" by Kanako Itou'], 'endings': ['1: ""Toki Tsukasadoru Juuni no Meiyaku (刻司ル十二ノ盟約)"" by Yui Sakakibara (eps 1-21)', '2: ""Fake Verthandi"" by Takeshi Abo (eps 22)', '3: ""Sky Clad no Kansokusha (スカイクラッドの観測者)"" by Kanako Itou (eps 23)', '4: ""Another Heaven"" by Kanako Itou (eps 24)']}","[{'name': 'Official Site', 'url': 'http://www.steinsgate.tv/'}, {'name': '@sg_anime', 'url': 'https://twitter.com/sg_anime'}, {'name': 'AniDB', 'url': 'https://anidb.net/perl-bin/animedb.pl?show=anime&aid=7729'}, {'name': 'ANN', 'url': 'https://www.animenewsnetwork.com/encyclopedia/anime.php?id=11770'}, {'name': 'Wikipedia', 'url': 'http://en.wikipedia.org/wiki/Steins;Gate'}, {'name': 'Wikipedia', 'url': 'https://ja.wikipedia.org/wiki/STEINS;GATE'}, {'name': 'Syoboi', 'url': 'https://cal.syoboi.jp/tid/2142'}]","[{'name': 'Crunchyroll', 'url': 'http://www.crunchyroll.com/series-229050'}, {'name': 'Netflix', 'url': 'https://www.netflix.com/'}]"
